asset_id,timestamp,temperature_c,vibration_mm_s,partial_discharge_pc,oil_quality_index,label_failure_within_14d
TX-006,2026-07-30T08:00:00,59.4,3.3,17.2,90.6,0
TX-006,2026-07-31T08:00:00,58.4,2.84,10.5,91.4,0
TX-006,2026-08-01T08:00:00,63.0,2.89,7.1,88.0,0
TX-006,2026-08-02T08:00:00,60.4,2.6,6.7,88.4,0
TX-006,2026-08-03T08:00:00,53.0,3.11,11.4,89.4,0
TX-006,2026-08-04T08:00:00,63.0,2.62,6.1,89.3,0
TX-006,2026-08-05T08:00:00,60.5,2.41,11.5,88.6,0
TX-006,2026-08-06T08:00:00,59.2,2.74,20.6,88.8,0
TX-006,2026-08-07T08:00:00,59.6,2.79,4.6,92.1,0
TX-006,2026-08-08T08:00:00,49.6,3.53,8.6,86.6,0
TX-006,2026-08-09T08:00:00,58.7,3.86,13.5,88.9,0
TX-006,2026-08-10T08:00:00,56.8,3.24,11.5,90.7,0
TX-006,2026-08-11T08:00:00,53.2,3.19,13.5,86.6,0
TX-006,2026-08-12T08:00:00,56.0,2.92,11.1,89.9,0
TX-006,2026-08-13T08:00:00,54.8,2.63,18.9,87.6,0
TX-006,2026-08-14T08:00:00,57.8,2.91,11.7,91.7,0
TX-006,2026-08-15T08:00:00,57.4,3.33,10.0,90.9,0
TX-006,2026-08-16T08:00:00,58.4,2.91,12.3,90.4,0
TX-006,2026-08-17T08:00:00,55.5,2.6,18.7,90.3,0
TX-006,2026-08-18T08:00:00,58.0,3.24,12.4,84.8,0
TX-006,2026-08-19T08:00:00,59.6,2.93,13.6,87.8,0
TX-006,2026-08-20T08:00:00,58.4,3.44,12.1,88.4,0
TX-006,2026-08-21T08:00:00,60.2,2.83,15.8,89.0,0
TX-006,2026-08-22T08:00:00,60.2,2.7,8.8,90.7,0
TX-006,2026-08-23T08:00:00,59.9,3.24,14.8,86.4,0
TX-006,2026-08-24T08:00:00,59.4,2.18,14.1,87.1,0
TX-006,2026-08-25T08:00:00,60.5,3.27,10.9,89.3,0
TX-006,2026-08-26T08:00:00,62.7,2.32,14.5,89.5,0
TX-006,2026-08-27T08:00:00,61.9,2.32,12.6,91.5,0
TX-006,2026-08-28T08:00:00,63.1,2.68,11.7,93.0,0
TX-006,2026-08-29T08:00:00,54.8,2.97,13.1,89.7,0
TX-006,2026-08-30T08:00:00,56.3,3.37,15.2,92.9,0
TX-006,2026-08-31T08:00:00,56.7,2.79,15.9,92.9,0
TX-006,2026-09-01T08:00:00,59.0,2.37,11.9,91.2,0
TX-006,2026-09-02T08:00:00,61.1,3.43,18.3,88.4,0
TX-006,2026-09-03T08:00:00,56.4,2.5,12.2,91.3,0
TX-006,2026-09-04T08:00:00,64.3,3.07,12.6,89.0,0
TX-006,2026-09-05T08:00:00,62.8,2.68,12.3,89.2,0
TX-006,2026-09-06T08:00:00,59.0,3.71,9.9,94.2,0
TX-006,2026-09-07T08:00:00,57.1,2.66,10.6,90.6,0
TX-006,2026-09-08T08:00:00,59.0,3.43,10.1,86.0,0
TX-006,2026-09-09T08:00:00,58.0,3.1,8.2,89.1,0
TX-006,2026-09-10T08:00:00,60.7,2.66,10.1,87.1,0
TX-006,2026-09-11T08:00:00,58.6,3.17,20.8,91.6,0
TX-006,2026-09-12T08:00:00,55.3,2.37,12.2,92.5,0
TX-007,2026-06-15T08:00:00,61.0,2.63,18.9,90.4,0
TX-007,2026-06-16T08:00:00,63.4,2.42,17.2,85.1,0
TX-007,2026-06-17T08:00:00,56.6,2.33,15.1,84.8,0
TX-007,2026-06-18T08:00:00,61.3,2.84,13.3,88.6,0
TX-007,2026-06-19T08:00:00,63.6,2.98,14.2,87.1,0
TX-007,2026-06-20T08:00:00,58.7,2.57,10.8,86.9,0
TX-007,2026-06-21T08:00:00,62.7,2.51,10.1,87.5,0
TX-007,2026-06-22T08:00:00,62.3,2.16,16.5,88.5,0
TX-007,2026-06-23T08:00:00,60.6,3.07,17.7,84.5,0
TX-007,2026-06-24T08:00:00,60.9,3.4,15.2,88.4,0
TX-007,2026-06-25T08:00:00,56.0,3.37,14.0,91.0,0
TX-007,2026-06-26T08:00:00,57.9,3.12,14.3,91.4,0
TX-007,2026-06-27T08:00:00,53.1,2.99,9.7,85.3,0
TX-007,2026-06-28T08:00:00,64.7,3.21,9.9,87.7,0
TX-007,2026-06-29T08:00:00,57.2,3.07,21.5,89.0,0
TX-007,2026-06-30T08:00:00,60.3,3.05,12.6,89.1,0
TX-007,2026-07-01T08:00:00,61.8,2.6,14.0,90.6,0
TX-007,2026-07-02T08:00:00,59.6,2.39,14.6,86.8,0
TX-007,2026-07-03T08:00:00,58.8,2.82,15.2,91.0,0
TX-007,2026-07-04T08:00:00,61.5,3.44,10.8,87.9,0
TX-007,2026-07-05T08:00:00,62.5,3.14,13.9,86.2,0
TX-007,2026-07-06T08:00:00,61.9,2.76,17.8,88.0,0
TX-007,2026-07-07T08:00:00,58.7,2.89,13.4,91.1,0
TX-007,2026-07-08T08:00:00,60.7,3.41,14.3,86.6,0
TX-007,2026-07-09T08:00:00,58.1,2.5,17.9,89.1,0
TX-007,2026-07-10T08:00:00,57.5,2.72,17.0,86.2,0
TX-007,2026-07-11T08:00:00,57.8,3.47,13.7,86.6,0
TX-007,2026-07-12T08:00:00,66.5,2.0,12.3,91.3,0
TX-007,2026-07-13T08:00:00,57.8,3.05,22.3,86.2,0
TX-007,2026-07-14T08:00:00,57.2,3.01,15.7,86.6,0
TX-007,2026-07-15T08:00:00,58.6,2.31,17.3,89.3,0
TX-007,2026-07-16T08:00:00,58.5,2.76,17.5,86.6,0
TX-007,2026-07-17T08:00:00,58.1,2.82,20.3,87.6,0
TX-007,2026-07-18T08:00:00,58.7,2.78,14.8,85.7,0
TX-007,2026-07-19T08:00:00,56.3,3.19,14.2,87.9,0
TX-007,2026-07-20T08:00:00,57.6,2.31,14.5,90.5,0
TX-007,2026-07-21T08:00:00,57.8,2.58,14.6,87.0,0
TX-007,2026-07-22T08:00:00,59.7,2.68,15.6,86.7,0
TX-007,2026-07-23T08:00:00,60.1,2.97,16.5,88.9,0
TX-007,2026-07-24T08:00:00,58.7,3.33,17.3,90.7,0
TX-007,2026-07-25T08:00:00,58.8,2.95,13.9,87.7,0
TX-007,2026-07-26T08:00:00,61.5,2.7,20.4,87.7,0
TX-007,2026-07-27T08:00:00,63.8,2.43,15.1,86.7,0
TX-007,2026-07-28T08:00:00,62.0,3.1,15.7,86.8,0
TX-007,2026-07-29T08:00:00,58.9,3.14,18.4,87.6,0
TX-007,2026-07-30T08:00:00,57.7,2.89,16.3,88.2,0
TX-007,2026-07-31T08:00:00,57.6,3.54,14.0,90.7,0
TX-007,2026-08-01T08:00:00,63.2,3.22,21.5,88.8,0
TX-007,2026-08-02T08:00:00,58.1,2.64,13.9,89.4,0
TX-007,2026-08-03T08:00:00,54.6,2.28,20.5,89.7,0
TX-007,2026-08-04T08:00:00,60.3,3.22,18.2,87.3,0
TX-007,2026-08-05T08:00:00,54.6,3.36,17.2,84.9,0
TX-007,2026-08-06T08:00:00,59.4,2.66,15.6,87.0,0
TX-007,2026-08-07T08:00:00,60.7,2.76,12.4,89.0,0
TX-007,2026-08-08T08:00:00,60.5,2.28,17.1,89.5,0
TX-007,2026-08-09T08:00:00,58.6,2.92,13.6,84.2,0
TX-007,2026-08-10T08:00:00,60.6,2.81,17.2,87.2,0
TX-007,2026-08-11T08:00:00,58.2,2.91,15.7,89.4,0
TX-007,2026-08-12T08:00:00,57.7,2.27,16.3,85.1,0
TX-007,2026-08-13T08:00:00,51.4,2.41,14.6,86.1,0
TX-007,2026-08-14T08:00:00,54.4,2.76,19.6,89.3,0
TX-007,2026-08-15T08:00:00,59.0,3.21,14.6,85.9,0
TX-007,2026-08-16T08:00:00,61.0,2.41,16.9,87.6,0
TX-007,2026-08-17T08:00:00,57.9,2.66,19.3,84.5,0
TX-007,2026-08-18T08:00:00,59.8,2.73,13.7,87.8,0
TX-007,2026-08-19T08:00:00,60.0,2.82,16.6,90.5,0
TX-007,2026-08-20T08:00:00,57.2,3.01,10.7,88.6,0
TX-007,2026-08-21T08:00:00,53.4,3.1,14.5,88.0,0
TX-007,2026-08-22T08:00:00,54.6,2.86,18.4,88.9,0
TX-007,2026-08-23T08:00:00,59.0,2.84,19.3,89.2,0
TX-007,2026-08-24T08:00:00,57.1,2.61,13.9,87.6,0
TX-007,2026-08-25T08:00:00,55.5,1.98,15.2,88.2,0
TX-007,2026-08-26T08:00:00,59.6,3.28,12.0,86.7,0
TX-007,2026-08-27T08:00:00,54.7,2.94,15.6,86.7,0
TX-007,2026-08-28T08:00:00,59.1,2.56,12.8,90.8,0
TX-007,2026-08-29T08:00:00,61.4,2.77,11.3,87.2,0
TX-007,2026-08-30T08:00:00,60.7,2.91,18.9,90.1,0
TX-007,2026-08-31T08:00:00,58.8,2.66,14.4,86.9,0
TX-007,2026-09-01T08:00:00,61.7,2.68,10.9,88.6,0
TX-007,2026-09-02T08:00:00,58.7,2.66,10.0,90.0,0
TX-007,2026-09-03T08:00:00,61.1,2.39,16.4,85.5,0
TX-007,2026-09-04T08:00:00,54.9,2.01,18.2,89.4,0
TX-007,2026-09-05T08:00:00,58.1,2.82,21.2,86.2,0
TX-007,2026-09-06T08:00:00,55.5,2.9,17.6,87.1,0
TX-007,2026-09-07T08:00:00,54.7,2.54,18.0,89.1,0
TX-007,2026-09-08T08:00:00,54.0,2.36,12.9,87.6,0
TX-007,2026-09-09T08:00:00,65.6,2.73,16.1,86.1,0
TX-007,2026-09-10T08:00:00,66.8,2.61,14.4,88.0,0
TX-007,2026-09-11T08:00:00,55.0,3.17,15.9,86.0,0
TX-007,2026-09-12T08:00:00,57.2,2.09,14.2,83.1,0
TX-008,2026-06-15T08:00:00,57.1,2.61,10.0,80.8,0
TX-008,2026-06-16T08:00:00,55.9,3.31,16.1,81.6,0
TX-008,2026-06-17T08:00:00,61.9,2.69,10.9,80.3,0
TX-008,2026-06-18T08:00:00,60.5,3.06,7.9,82.3,0
TX-008,2026-06-19T08:00:00,56.9,2.45,11.7,78.1,0
TX-008,2026-06-20T08:00:00,57.1,3.57,13.1,79.7,0
TX-008,2026-06-21T08:00:00,60.1,2.85,10.8,80.8,0
TX-008,2026-06-22T08:00:00,58.4,2.58,11.3,83.4,0
TX-008,2026-06-23T08:00:00,60.9,2.29,10.4,85.2,0
TX-008,2026-06-24T08:00:00,63.8,2.96,16.6,84.4,0
TX-008,2026-06-25T08:00:00,58.0,2.01,11.6,79.4,0
TX-008,2026-06-26T08:00:00,58.8,3.51,12.6,80.4,0
TX-008,2026-06-27T08:00:00,54.9,2.03,6.1,85.2,0
TX-008,2026-06-28T08:00:00,61.0,2.76,11.4,81.8,0
TX-008,2026-06-29T08:00:00,58.4,3.37,13.0,78.0,0
TX-008,2026-06-30T08:00:00,61.6,2.04,10.6,79.2,0
TX-008,2026-07-01T08:00:00,58.6,2.31,7.7,79.8,0
TX-008,2026-07-02T08:00:00,60.9,2.74,13.8,84.7,0
TX-008,2026-07-03T08:00:00,59.2,3.04,8.9,81.8,0
TX-008,2026-07-04T08:00:00,55.0,3.03,14.5,83.9,0
TX-008,2026-07-05T08:00:00,58.4,3.17,11.4,80.8,0
TX-008,2026-07-06T08:00:00,59.9,3.1,18.4,83.4,0
TX-008,2026-07-07T08:00:00,55.1,2.42,7.9,82.1,0
TX-008,2026-07-08T08:00:00,55.1,3.36,10.9,83.2,0
TX-008,2026-07-09T08:00:00,58.9,2.95,8.7,81.9,0
TX-008,2026-07-10T08:00:00,57.2,2.77,12.2,83.3,0
TX-008,2026-07-11T08:00:00,57.0,3.14,12.8,85.2,0
TX-008,2026-07-12T08:00:00,48.5,2.56,15.6,76.9,0
TX-008,2026-07-13T08:00:00,62.9,2.85,5.7,83.4,0
TX-008,2026-07-14T08:00:00,55.3,2.45,16.2,81.2,0
TX-008,2026-07-15T08:00:00,55.6,3.62,14.6,81.3,0
TX-008,2026-07-16T08:00:00,56.1,2.73,16.5,80.0,0
TX-008,2026-07-17T08:00:00,54.6,3.32,11.0,82.1,0
TX-008,2026-07-18T08:00:00,60.0,2.66,4.5,81.5,0
TX-008,2026-07-19T08:00:00,62.2,3.68,11.5,81.9,0
TX-008,2026-07-20T08:00:00,62.5,3.05,12.7,78.0,0
TX-008,2026-07-21T08:00:00,57.2,2.9,7.3,81.2,0
TX-008,2026-07-22T08:00:00,63.6,2.71,7.5,78.2,0
TX-008,2026-07-23T08:00:00,58.4,2.58,9.2,82.4,0
TX-008,2026-07-24T08:00:00,59.3,2.88,12.9,79.5,0
TX-008,2026-07-25T08:00:00,56.5,2.68,11.6,83.9,0
TX-008,2026-07-26T08:00:00,56.3,2.5,16.3,82.3,0
TX-008,2026-07-27T08:00:00,54.2,2.69,8.1,79.7,0
TX-008,2026-07-28T08:00:00,54.4,2.49,18.0,84.0,0
TX-008,2026-07-29T08:00:00,62.6,3.25,11.4,82.7,0
TX-008,2026-07-30T08:00:00,58.7,2.39,8.3,83.7,0
TX-008,2026-07-31T08:00:00,54.8,2.89,13.8,83.4,0
TX-008,2026-08-01T08:00:00,59.5,2.33,13.4,81.7,0
TX-008,2026-08-02T08:00:00,55.5,2.02,13.2,78.8,0
TX-008,2026-08-03T08:00:00,53.3,3.51,8.2,81.1,0
TX-008,2026-08-04T08:00:00,58.7,2.84,8.8,80.5,0
TX-008,2026-08-05T08:00:00,60.9,2.7,11.7,77.6,0
TX-008,2026-08-06T08:00:00,56.7,3.16,9.6,80.0,0
TX-008,2026-08-07T08:00:00,59.6,3.05,12.8,80.8,0
TX-008,2026-08-08T08:00:00,60.7,3.46,15.3,78.8,0
TX-008,2026-08-09T08:00:00,67.2,2.28,8.1,82.6,0
TX-008,2026-08-10T08:00:00,58.2,2.96,15.7,83.8,0
TX-008,2026-08-11T08:00:00,55.8,2.84,14.8,84.0,0
TX-008,2026-08-12T08:00:00,61.8,3.14,13.9,80.9,0
TX-008,2026-08-13T08:00:00,54.5,2.98,10.4,84.4,0
TX-008,2026-08-14T08:00:00,55.8,2.66,10.5,83.9,0
TX-008,2026-08-15T08:00:00,60.7,2.82,12.7,85.2,0
TX-008,2026-08-16T08:00:00,53.2,3.11,15.0,84.4,0
TX-008,2026-08-17T08:00:00,60.8,2.5,10.2,83.3,0
TX-008,2026-08-18T08:00:00,56.7,2.73,7.3,79.6,0
TX-008,2026-08-19T08:00:00,59.5,2.64,9.5,81.6,0
TX-008,2026-08-20T08:00:00,59.3,2.71,12.3,82.1,0
TX-008,2026-08-21T08:00:00,57.7,2.81,9.1,80.9,0
TX-008,2026-08-22T08:00:00,52.9,2.35,8.2,81.1,0
TX-008,2026-08-23T08:00:00,61.8,2.81,12.3,80.1,0
TX-008,2026-08-24T08:00:00,59.3,3.49,11.5,80.3,0
TX-008,2026-08-25T08:00:00,54.9,2.92,9.0,83.4,0
TX-008,2026-08-26T08:00:00,55.4,2.15,13.2,79.4,0
TX-008,2026-08-27T08:00:00,60.3,3.23,10.0,82.4,0
TX-008,2026-08-28T08:00:00,62.6,2.63,16.6,81.3,0
TX-008,2026-08-29T08:00:00,55.6,2.85,12.5,84.2,0
TX-008,2026-08-30T08:00:00,61.1,2.96,13.8,82.3,0
TX-008,2026-08-31T08:00:00,60.8,2.61,8.6,82.4,0
TX-008,2026-09-01T08:00:00,66.5,3.14,9.7,84.7,0
TX-008,2026-09-02T08:00:00,52.8,2.71,13.0,80.6,0
TX-008,2026-09-03T08:00:00,56.7,2.74,10.2,80.4,0
TX-008,2026-09-04T08:00:00,55.2,2.19,8.9,81.7,0
TX-008,2026-09-05T08:00:00,61.5,2.55,8.2,85.2,0
TX-008,2026-09-06T08:00:00,55.0,2.85,9.0,80.5,0
TX-008,2026-09-07T08:00:00,59.6,3.0,15.6,83.3,0
TX-008,2026-09-08T08:00:00,58.9,3.06,8.7,84.4,0
TX-008,2026-09-09T08:00:00,60.0,3.01,13.6,79.0,0
TX-008,2026-09-10T08:00:00,55.0,2.87,12.2,83.1,0
TX-008,2026-09-11T08:00:00,58.8,2.74,15.6,82.6,0
TX-008,2026-09-12T08:00:00,60.7,3.29,15.6,82.6,0
TX-009,2026-06-15T08:00:00,54.8,2.52,14.3,89.0,0
TX-009,2026-06-16T08:00:00,49.5,2.11,15.8,84.9,0
TX-009,2026-06-17T08:00:00,51.3,2.14,13.9,85.6,0
TX-009,2026-06-18T08:00:00,58.6,2.38,13.8,87.8,0
TX-009,2026-06-19T08:00:00,48.3,1.99,11.9,83.3,0
TX-009,2026-06-20T08:00:00,51.3,2.15,10.6,82.7,0
TX-009,2026-06-21T08:00:00,48.8,2.57,11.4,86.4,0
TX-009,2026-06-22T08:00:00,54.2,2.58,13.3,82.7,0
TX-009,2026-06-23T08:00:00,51.1,2.52,13.9,85.8,0
TX-009,2026-06-24T08:00:00,52.0,2.34,11.8,82.2,0
TX-009,2026-06-25T08:00:00,55.1,2.72,13.9,86.5,0
TX-009,2026-06-26T08:00:00,55.6,1.66,11.7,81.6,0
TX-009,2026-06-27T08:00:00,49.7,2.36,14.6,85.1,0
TX-009,2026-06-28T08:00:00,53.3,3.13,11.8,82.6,0
TX-009,2026-06-29T08:00:00,48.4,2.07,11.4,81.4,0
TX-009,2026-06-30T08:00:00,53.9,2.54,8.9,84.7,0
TX-009,2026-07-01T08:00:00,54.1,2.16,13.3,83.1,0
TX-009,2026-07-02T08:00:00,54.4,3.0,12.0,81.9,0
TX-009,2026-07-03T08:00:00,52.9,2.45,8.5,82.0,0
TX-009,2026-07-04T08:00:00,51.4,2.76,13.5,86.9,0
TX-009,2026-07-05T08:00:00,52.5,3.2,8.5,85.4,0
TX-009,2026-07-06T08:00:00,51.9,3.01,11.2,82.4,0
TX-009,2026-07-07T08:00:00,53.3,1.97,8.4,86.3,0
TX-009,2026-07-08T08:00:00,52.5,2.76,8.4,87.1,0
TX-009,2026-07-09T08:00:00,52.1,1.63,8.4,81.7,0
TX-009,2026-07-10T08:00:00,48.2,2.62,12.2,85.7,0
TX-009,2026-07-11T08:00:00,50.4,2.63,6.7,83.5,0
TX-009,2026-07-12T08:00:00,52.1,2.19,11.4,84.4,0
TX-009,2026-07-13T08:00:00,54.0,2.54,13.9,83.5,0
TX-009,2026-07-14T08:00:00,54.5,2.53,11.8,84.8,0
TX-009,2026-07-15T08:00:00,46.1,3.18,8.3,82.9,0
TX-009,2026-07-16T08:00:00,51.6,1.89,16.3,83.2,0
TX-009,2026-07-17T08:00:00,50.5,2.08,12.4,87.3,0
TX-009,2026-07-18T08:00:00,53.4,2.11,15.0,85.1,0
TX-009,2026-07-19T08:00:00,50.4,2.39,11.5,85.0,0
TX-009,2026-07-20T08:00:00,52.6,2.42,16.7,90.2,0
TX-009,2026-07-21T08:00:00,53.1,2.05,7.9,86.1,0
TX-009,2026-07-22T08:00:00,47.7,2.34,12.2,84.8,0
TX-009,2026-07-23T08:00:00,51.4,3.15,13.5,83.5,0
TX-009,2026-07-24T08:00:00,54.9,2.34,9.5,83.7,0
TX-009,2026-07-25T08:00:00,56.1,2.19,10.8,86.5,0
TX-009,2026-07-26T08:00:00,53.5,2.51,9.1,89.1,0
TX-009,2026-07-27T08:00:00,55.0,1.47,15.0,81.9,0
TX-009,2026-07-28T08:00:00,48.5,2.14,14.8,83.9,0
TX-009,2026-07-29T08:00:00,53.2,1.75,14.3,84.0,0
TX-009,2026-07-30T08:00:00,48.7,2.54,12.5,84.7,0
TX-009,2026-07-31T08:00:00,56.5,2.65,15.6,84.4,0
TX-009,2026-08-01T08:00:00,52.9,2.76,14.5,83.8,0
TX-009,2026-08-02T08:00:00,58.2,2.46,11.1,85.4,0
TX-009,2026-08-03T08:00:00,50.0,1.76,17.2,86.6,0
TX-009,2026-08-04T08:00:00,49.8,2.47,12.9,83.5,0
TX-009,2026-08-05T08:00:00,56.9,2.22,14.0,83.2,0
TX-009,2026-08-06T08:00:00,54.1,3.03,12.5,83.5,0
TX-009,2026-08-07T08:00:00,53.3,2.7,9.8,83.7,0
TX-009,2026-08-08T08:00:00,57.9,2.97,9.1,81.8,0
TX-009,2026-08-09T08:00:00,48.7,1.97,10.2,84.3,0
TX-009,2026-08-10T08:00:00,48.4,2.48,2.4,84.8,0
TX-009,2026-08-11T08:00:00,57.4,1.93,2.4,84.8,0
TX-009,2026-08-12T08:00:00,54.7,2.25,11.7,87.1,0
TX-009,2026-08-13T08:00:00,57.7,2.65,7.4,84.8,0
TX-009,2026-08-14T08:00:00,49.6,2.41,10.3,83.3,0
TX-009,2026-08-15T08:00:00,57.2,2.32,6.6,85.2,0
TX-009,2026-08-16T08:00:00,54.7,2.44,8.7,83.6,0
TX-009,2026-08-17T08:00:00,50.8,2.21,9.0,84.0,0
TX-009,2026-08-18T08:00:00,48.5,2.51,8.7,86.2,0
TX-009,2026-08-19T08:00:00,53.7,3.02,7.0,87.3,0
TX-009,2026-08-20T08:00:00,52.2,2.66,13.7,86.4,0
TX-009,2026-08-21T08:00:00,52.8,2.6,10.8,85.9,0
TX-009,2026-08-22T08:00:00,49.9,2.58,15.7,88.5,0
TX-009,2026-08-23T08:00:00,55.8,3.0,12.6,86.6,0
TX-009,2026-08-24T08:00:00,58.4,2.39,6.3,84.1,0
TX-009,2026-08-25T08:00:00,53.2,2.09,7.5,83.5,0
TX-009,2026-08-26T08:00:00,48.9,2.78,16.2,85.8,0
TX-009,2026-08-27T08:00:00,48.4,2.5,8.5,85.0,0
TX-009,2026-08-28T08:00:00,50.1,2.81,13.2,83.8,0
TX-009,2026-08-29T08:00:00,54.1,2.44,16.2,80.7,0
TX-009,2026-08-30T08:00:00,53.8,2.91,10.0,83.5,0
TX-009,2026-08-31T08:00:00,53.1,2.05,9.5,82.4,0
TX-009,2026-09-01T08:00:00,52.1,1.58,9.3,85.6,0
TX-009,2026-09-02T08:00:00,51.5,2.25,13.8,87.6,0
TX-009,2026-09-03T08:00:00,50.4,2.9,5.8,82.8,0
TX-009,2026-09-04T08:00:00,54.2,2.52,11.4,86.2,0
TX-009,2026-09-05T08:00:00,52.0,2.72,9.6,83.2,0
TX-009,2026-09-06T08:00:00,47.0,2.69,8.5,86.5,0
TX-009,2026-09-07T08:00:00,55.6,2.33,11.3,84.9,0
TX-009,2026-09-08T08:00:00,52.0,1.83,15.4,83.4,0
TX-009,2026-09-09T08:00:00,54.2,2.53,11.9,84.9,0
TX-009,2026-09-10T08:00:00,55.3,2.07,14.0,84.8,0
TX-009,2026-09-11T08:00:00,52.7,2.25,10.9,85.6,0
TX-009,2026-09-12T08:00:00,49.1,1.73,10.2,85.9,0
FDR-001,2026-06-15T08:00:00,49.8,3.2,16.2,91.7,0
FDR-001,2026-06-16T08:00:00,55.1,2.76,14.0,87.5,0
FDR-001,2026-06-17T08:00:00,42.7,2.81,10.0,88.5,0
FDR-001,2026-06-18T08:00:00,43.3,3.01,11.7,87.7,0
FDR-001,2026-06-19T08:00:00,47.3,2.33,9.8,86.9,0
FDR-001,2026-06-20T08:00:00,46.5,2.57,11.3,90.6,0
FDR-001,2026-06-21T08:00:00,45.5,2.47,9.6,89.6,0
FDR-001,2026-06-22T08:00:00,50.6,2.99,17.8,88.9,0
FDR-001,2026-06-23T08:00:00,52.3,2.35,11.9,88.9,0
FDR-001,2026-06-24T08:00:00,57.2,2.2,11.9,88.9,0
FDR-001,2026-06-25T08:00:00,48.5,2.79,12.3,89.1,0
FDR-001,2026-06-26T08:00:00,48.6,2.95,9.5,88.1,0
FDR-001,2026-06-27T08:00:00,53.3,3.21,10.0,90.1,0
FDR-001,2026-06-28T08:00:00,50.5,3.07,12.6,92.3,0
FDR-001,2026-06-29T08:00:00,55.3,2.26,11.3,87.4,0
FDR-001,2026-06-30T08:00:00,50.5,1.92,7.3,90.9,0
FDR-001,2026-07-01T08:00:00,51.8,2.95,9.6,86.8,0
FDR-001,2026-07-02T08:00:00,50.2,3.2,12.5,89.2,0
FDR-001,2026-07-03T08:00:00,54.3,2.8,12.8,89.7,0
FDR-001,2026-07-04T08:00:00,50.2,3.28,12.0,87.4,0
FDR-001,2026-07-05T08:00:00,52.8,3.03,10.9,90.3,0
FDR-001,2026-07-06T08:00:00,54.0,1.31,7.1,89.7,0
FDR-001,2026-07-07T08:00:00,47.9,3.33,13.3,88.7,0
FDR-001,2026-07-08T08:00:00,50.9,2.5,10.4,89.1,0
FDR-001,2026-07-09T08:00:00,53.7,2.03,13.0,88.0,0
FDR-001,2026-07-10T08:00:00,51.0,2.35,12.7,86.7,0
FDR-001,2026-07-11T08:00:00,50.7,2.55,7.3,89.7,0
FDR-001,2026-07-12T08:00:00,42.3,2.5,7.8,89.4,0
FDR-001,2026-07-13T08:00:00,49.7,2.98,11.7,88.4,0
FDR-001,2026-07-14T08:00:00,54.1,2.47,12.2,91.7,0
FDR-001,2026-07-15T08:00:00,52.7,3.44,13.7,87.8,0
FDR-001,2026-07-16T08:00:00,54.0,3.02,11.5,90.0,0
FDR-001,2026-07-17T08:00:00,50.5,2.85,12.4,88.6,0
FDR-001,2026-07-18T08:00:00,55.8,2.83,8.3,89.3,0
FDR-001,2026-07-19T08:00:00,49.8,2.78,13.0,89.6,0
FDR-001,2026-07-20T08:00:00,45.6,2.02,16.5,88.8,0
FDR-001,2026-07-21T08:00:00,54.7,2.86,10.7,85.5,0
FDR-001,2026-07-22T08:00:00,52.3,2.86,17.6,88.5,0
FDR-001,2026-07-23T08:00:00,51.0,1.93,10.5,89.4,0
FDR-001,2026-07-24T08:00:00,49.7,2.3,16.6,92.1,0
FDR-001,2026-07-25T08:00:00,47.5,2.69,11.0,91.8,0
FDR-001,2026-07-26T08:00:00,51.4,2.89,9.5,91.5,0
FDR-001,2026-07-27T08:00:00,49.8,3.4,15.6,87.6,0
FDR-001,2026-07-28T08:00:00,52.3,2.75,11.6,90.4,0
FDR-001,2026-07-29T08:00:00,50.7,2.66,10.4,87.4,0
FDR-001,2026-07-30T08:00:00,51.0,2.72,15.5,86.2,0
FDR-001,2026-07-31T08:00:00,51.1,3.29,10.3,86.8,0
FDR-001,2026-08-01T08:00:00,48.0,2.97,8.5,88.9,0
FDR-001,2026-08-02T08:00:00,48.7,2.42,11.4,88.1,0
FDR-001,2026-08-03T08:00:00,49.6,2.63,13.1,88.0,0
FDR-001,2026-08-04T08:00:00,52.1,2.46,10.9,89.0,0
FDR-001,2026-08-05T08:00:00,45.6,2.32,10.3,86.8,0
FDR-001,2026-08-06T08:00:00,50.0,2.36,9.6,90.9,0
FDR-001,2026-08-07T08:00:00,57.0,3.05,13.2,91.1,0
FDR-001,2026-08-08T08:00:00,51.7,2.55,12.6,88.2,0
FDR-001,2026-08-09T08:00:00,44.1,2.31,9.8,89.8,0
FDR-001,2026-08-10T08:00:00,49.3,1.93,12.2,89.4,0
FDR-001,2026-08-11T08:00:00,53.0,2.8,19.5,87.1,0
FDR-001,2026-08-12T08:00:00,54.7,3.02,10.4,88.6,0
FDR-001,2026-08-13T08:00:00,48.5,2.6,11.0,88.0,0
FDR-001,2026-08-14T08:00:00,50.7,2.24,15.7,90.6,0
FDR-001,2026-08-15T08:00:00,48.6,3.0,9.1,85.3,0
FDR-001,2026-08-16T08:00:00,51.7,2.87,10.1,89.9,0
FDR-001,2026-08-17T08:00:00,56.6,3.86,9.7,89.5,0
FDR-001,2026-08-18T08:00:00,47.0,3.78,11.0,90.6,0
FDR-001,2026-08-19T08:00:00,51.0,2.23,11.7,86.2,0
FDR-001,2026-08-20T08:00:00,48.8,2.54,13.0,84.3,0
FDR-001,2026-08-21T08:00:00,50.5,3.67,9.4,89.5,0
FDR-001,2026-08-22T08:00:00,49.5,1.52,9.3,87.5,0
FDR-001,2026-08-23T08:00:00,53.3,2.64,11.6,90.2,0
